user_id,session_id,event_index,previous,current,delta,type
\{P|oPqdUF6-iL4S'M'9z1cnB(+0pVTjbtegbY,"I1BGz'j%Hy\\4d5BPFIIv>xdhz}-a,x'3rY[sfXJ's",2,2,4,2,skip
"]/wyOOfBQ"" I(W(~?b[*2ePF""sXjj^n3FHBPgm",pmADQ'sY{i$0rAj5E<y5V&fsc-cB|&CK{9>Lt-?7_c,4,4,7,3,skip
"]^4y?<#~UDCNEf_J*fE@s""vVVF!5UYC/4uxRv*","bO{&G0Vn. 4 ""Wk|20LLUr@K$lO3C-tGYWq+?q~WiX",1,1,3,2,skip
]a4DN;}koKcktf[s9mC6U]gmE%v6SRLxdW+~[Y,"0e)08$]Cdn4;f[FWQD'Dg{L:IR+P7%eFgZ,r<@7E8E",2,2,11,9,skip
]a4DN;}koKcktf[s9mC6U]gmE%v6SRLxdW+~[Y,"0e)08$]Cdn4;f[FWQD'Dg{L:IR+P7%eFgZ,r<@7E8E",4,12,15,3,skip
]a4DN;}koKcktf[s9mC6U]gmE%v6SRLxdW+~[Y,"0e)08$]Cdn4;f[FWQD'Dg{L:IR+P7%eFgZ,r<@7E8E",5,15,18,3,skip
]m_aHM&^=ooXlp}p_vGFgYuzY W^l'I_;rZzj*,*+dZ*Mn<oDn{w^/:ByPg=iI]h2xZ;yB)?]c[2k~MsG,6,15,18,3,skip
]sUK/'j.c7[!|9FwsO~M:;:FR:v;G&L<j=s_C-,"43=aJ:hijO30T5ber~&UHLKz%!]""JtcL&&|d,R!W^~",2,2,4,2,skip
]}k)(dPO%XD22f:mPot OgQz=O}QtBQ^xJJ?Z@,"!o|96sr,{yaY?|:P.HRB|*GgUoXH3tk""~]2/$jVG,9",6,7,9,2,skip
]}k)(dPO%XD22f:mPot OgQz=O}QtBQ^xJJ?Z@,"!o|96sr,{yaY?|:P.HRB|*GgUoXH3tk""~]2/$jVG,9",14,16,18,2,skip
"^!}6p$eo:#6VNj%;T_byo6,zP{d@&Ymp)""S^vl",{_grb1g5l3MgwLs:X8Rh*%25ls)-:/uwo2r2CjA(s0,3,2,4,2,skip
^)IxD-YLk-(`* tgh`YdWCxi}1b ]R.>BWo60`,.p9|(0K8CfU1;QS+m$*}=u2i$/vv37}w12*>jN8lHX,1,3,5,2,skip
^8)E:|k{^D1$?y3+.cOAn@n;bq-m?Q<dDmN9AS,ND]$v\z~:m|Qpuy{wC8%BG^ZIFXQ8F2Wzy[0GW|Mon,4,2,4,2,skip
^:*{4yd@G1XBfjLnMN+ZuiN<\uBB.w}T6J_;Q5,",6}&IX_uP{LZFZjYRj]&B?ZbF?@M1jtHDJ~`VNAT9R",9,15,17,2,skip
"^<f;r7|,V253NJ{3@,bNCd0_thmt7E*%Hj0?2!",(]GP4%<a)2_*Mz'mb)0:6{e^lbK+>~|2CTQr9KoSbA,1,2,4,2,skip
^>U;-@lQEv~~yR7#2qlZL8o?x!+W0@{Kr@Bg_?,"-A~%.zXj,X>J8o`4wg32}~UOQXvR5\0V$C\aAe=eX<",2,2,6,4,skip
"^>}Xg}+72>H6zW^l,{hs:2hzc'UgY8{lTA2nW^","8_C+g[f=la'',)'l^6.']c,>#[:M%wfDX=e$1hBV!|",4,4,6,2,skip
^@BSShbC>Axy&RXJ2kVPKXn/J9\0mY}oz!0\X^,1b+dXIs/?@K5g] NV[_.^s'4ccP#\KE#)L}G2yK&d/,6,7,9,2,skip
^@BSShbC>Axy&RXJ2kVPKXn/J9\0mY}oz!0\X^,1b+dXIs/?@K5g] NV[_.^s'4ccP#\KE#)L}G2yK&d/,12,11,13,2,skip
^@BSShbC>Axy&RXJ2kVPKXn/J9\0mY}oz!0\X^,1b+dXIs/?@K5g] NV[_.^s'4ccP#\KE#)L}G2yK&d/,14,14,16,2,skip
^]$t:jJZSCYM$yt]u|!f8MGg_lFI}Frwh!;h>s,.xqXBF>owl4?: YD2~RK2x<Kh=>{\/:wY\A!&?tVei,2,2,4,2,skip
"^]D,%V""st jS&*D,OuCXr}OZbTvA0T}""Xg:^:{",qwuu?LXx.0yH.r6aO(Q8>i{dBpvc n]&ZHBU;YwsR],10,10,12,2,skip
^f]@X7< Rss6cim= bf^9}[v>b/kB`(1[bI$tw,"e2R:Sik>:ud*bD&=nquS=JY@k\_c+buQKV=}<aDN_,",2,3,5,2,skip
"^|ZN!,yz8luY1B_frG(||1H:EKY=| ,5yMjcku",_jd+ :G+(m-UQI67Q1%q]Ho^8Bt|@C$8[6]HMx':OW,2,2,4,2,skip
"^|ZN!,yz8luY1B_frG(||1H:EKY=| ,5yMjcku",_jd+ :G+(m-UQI67Q1%q]Ho^8Bt|@C$8[6]HMx':OW,8,9,14,5,skip
"_!O/#AGLBKCUJe6~f9p8h:rZfu$L^GQ;""RiC""P","|cx~5$QdN1X$rA)>p q0'<G[9@U,W24:<g4aqIX:^N",1,1,3,2,skip
"_GI(aqw@e:[ND$@iL0ks[30+""I]'-FImm*iGuP",">Q*ZG-dzCemNc_:9/89x1;ph_MVcJ~KATue,6-@p/i",2,3,2,-1,reset
"_TB):&/e;$(""D\@T2d*Z(UeZ[?'0u*!b*&[y1.",9 %4tZaE]!^Rt7Fd4p3&wLrJXw)$(\@20Y*pl=9k5o,4,3,5,2,skip
"_Z<GKb,f^=#6nQ2o?2_J|M:iA-i15/p%X2^""bU","f]W8tnkdK<RqGI'AQ|unt4j,iR|yrB""YB{ke-g~syn",8,5,7,2,skip
_vAdt]TY~}rM2Z9m%'IdzpSf`@8F8?i?Ew`34F,i&6~wbCr;dW@bi*<QqyM04U11S{fa 79FeGgYY(p2^,4,4,6,2,skip
_vAdt]TY~}rM2Z9m%'IdzpSf`@8F8?i?Ew`34F,i&6~wbCr;dW@bi*<QqyM04U11S{fa 79FeGgYY(p2^,6,7,9,2,skip
_vAdt]TY~}rM2Z9m%'IdzpSf`@8F8?i?Ew`34F,i&6~wbCr;dW@bi*<QqyM04U11S{fa 79FeGgYY(p2^,7,9,11,2,skip
_vAdt]TY~}rM2Z9m%'IdzpSf`@8F8?i?Ew`34F,i&6~wbCr;dW@bi*<QqyM04U11S{fa 79FeGgYY(p2^,8,11,13,2,skip
_vAdt]TY~}rM2Z9m%'IdzpSf`@8F8?i?Ew`34F,i&6~wbCr;dW@bi*<QqyM04U11S{fa 79FeGgYY(p2^,9,13,15,2,skip
_vAdt]TY~}rM2Z9m%'IdzpSf`@8F8?i?Ew`34F,i&6~wbCr;dW@bi*<QqyM04U11S{fa 79FeGgYY(p2^,15,20,22,2,skip
_vAdt]TY~}rM2Z9m%'IdzpSf`@8F8?i?Ew`34F,i&6~wbCr;dW@bi*<QqyM04U11S{fa 79FeGgYY(p2^,22,28,30,2,skip
_vAdt]TY~}rM2Z9m%'IdzpSf`@8F8?i?Ew`34F,i&6~wbCr;dW@bi*<QqyM04U11S{fa 79FeGgYY(p2^,38,42,44,2,skip
_wqO%;3vlnB?4R;C/_DLbq3r8*lL38LoJu@yhg,"C@8vrz21nbg#]r22V%X(5]OF(H21[2DK_""1H\j:9+V",2,2,4,2,skip
`!D3bj7av&Qc4uz4[$<^@Vi~AM1nJz<d!uqG*G,[x^\\u(C(2}#%XD]y'H=mi&HV> x'ECBjlIxf?t0&[,5,5,7,2,skip
`'3d$4zx3JrOACcy-g%WdV@J5D^]9c/LHK:C&@,"s5_/+V;S*5WN*_k 2Ucs>c2a8>[%PcKp+D""`fDFQ,K",3,3,5,2,skip
"`*2J$""]72&XXlx:rsDog4?:STs0Ym[PLJy!95x",;wi-T](whbRU$/K*x|>~P!{P9Nq:(3RNL`coj:R 3i,4,4,7,3,skip
"`*2J$""]72&XXlx:rsDog4?:STs0Ym[PLJy!95x",;wi-T](whbRU$/K*x|>~P!{P9Nq:(3RNL`coj:R 3i,5,7,9,2,skip
"`CKtAY8.dud?Tvzm""!o7Xd}^UBbA!;esVNl[IM","v=kj_B""U}Sn{L]=si WKeLhBS>+m!0^n+.bTnT`.@]",3,3,5,2,skip
`WVebu-wGiTr2$YMnPVsv-;5Lm@GJ`$Y]g&C//,"ND6p#Lbk]+7s""N&+YD)!p{#FY}@EZ-tDCe9[HX\aJz",2,11,14,3,skip
"`]khkB->K];i5h&QAb>dA;WXW_-9""S"";o]},G)",bSHS&/:2#-;JXznGEU}KmnJ><|SUtX]Nf{pdYWeU.Z,3,3,5,2,skip
"`]khkB->K];i5h&QAb>dA;WXW_-9""S"";o]},G)",bSHS&/:2#-;JXznGEU}KmnJ><|SUtX]Nf{pdYWeU.Z,5,6,8,2,skip
"`l;S>MJjd[1e-z<r<(g]rfe!,e;/mWP1H4Rn{.",").|`_q568gp5\7{ss9c;rYYhnZOI2,oz9^[rCr-"":\",1,1,3,2,skip
"`l;S>MJjd[1e-z<r<(g]rfe!,e;/mWP1H4Rn{.",").|`_q568gp5\7{ss9c;rYYhnZOI2,oz9^[rCr-"":\",2,3,2,-1,reset
"`l;S>MJjd[1e-z<r<(g]rfe!,e;/mWP1H4Rn{.",").|`_q568gp5\7{ss9c;rYYhnZOI2,oz9^[rCr-"":\",3,2,4,2,skip
"`}[~A{,/um@yYWyiGk:}l|uj'(Dh}pgJVOJZSc","Re[zjn""!7|)-Z{tZ""i`(/L#~4\D=3jdC@[Kk8:1Z<^",2,2,4,2,skip
"`~<HhAbT9Mh&OC&kD$x4*3C[%*,b) {0+A2~,s","f#|5}tPv}t~]oP-L6D|(+""laUNc 3{\I<!{|&#/>;/",5,4,6,2,skip
"`~<HhAbT9Mh&OC&kD$x4*3C[%*,b) {0+A2~,s","f#|5}tPv}t~]oP-L6D|(+""laUNc 3{\I<!{|&#/>;/",6,6,10,4,skip
a($|xPp0e3nJgO)E)jR>_9 [[l[hg=bW/g~}/K,LQWmSSgKxN (pwb#5FJ.r}+|wK#%W*.\g&F@>q6=1o,1,2,1,-1,reset
a($|xPp0e3nJgO)E)jR>_9 [[l[hg=bW/g~}/K,LQWmSSgKxN (pwb#5FJ.r}+|wK#%W*.\g&F@>q6=1o,2,1,3,2,skip
a*]1Dj? >\16i8mgEBnF'yd*-H$odiB;[g$c(',"~""i8-*Z5y^:c}g%wJZ82I^G[3z]]vSi|_Ui\\z-lN(",2,2,4,2,skip
"a+iAuI20_G]|$,=Zr+>W?$K+}Q,L$%y[v,r(MM",4L;d+KbafJ%]uUri`?i6reTe<}$w`uy+}h6>)`BEF.,1,1,5,4,skip
"a4TCn.5\#VCWWq^]&SfNG|<&%cX*[,tf%ut?73","M>t""-Gl6fm\g%4dWZShC;aW-k T-HOrUTa0qcu+un8",2,2,4,2,skip
"a4TCn.5\#VCWWq^]&SfNG|<&%cX*[,tf%ut?73","M>t""-Gl6fm\g%4dWZShC;aW-k T-HOrUTa0qcu+un8",4,5,7,2,skip
a< s*Uu]8}}UQfb@`{16AhLC}I_>9mtu+KFooW,Dr:rt<(md&cpdk##*R&1L{8AVzL3]1P\CX^748gR&R,3,4,7,3,skip
a?:lp9w;7h$`l*K<y7;mcX)p;b!!_X#lXJQt[?,">h<""p?YF9O!<!{%Ke*U TS](15wM3+-U@agZ<2iM1U",14,10,12,2,skip
"a@3iGH/_$l2xmI--rs_Mm?,1Y!F;)q{Kz0XuYc",O>CP7Iun!Sv4V kzQT$ITW 4Nh#M|PYNjp`'0tVgvj,8,7,9,2,skip
"a@3iGH/_$l2xmI--rs_Mm?,1Y!F;)q{Kz0XuYc",O>CP7Iun!Sv4V kzQT$ITW 4Nh#M|PYNjp`'0tVgvj,9,9,8,-1,reset
aC4vO+062$rBts<t=h;i_O3U^Z-*?!Gj#p*k)*,_]-[XqeR1D.hxZm]'>K-O7x{)rQF]jTjHXC*r;rn*M,2,2,4,2,skip
"aP#'f[QH{6r3X(,`xb&FUP~'A'V#Uv+-Il=E's","%mpg\Tdncu.s7469iJrIzaxX/@|?y~$#,>e4=g1*Br",3,2,4,2,skip
"a]~:=V6W|^8%UL1i#_vfTJJE<ZH"":!lOcX`)]H",akUA!]4;SG$]DX;<%m*.E9pZEc8XxnnMlv%mQz2n.`,11,11,13,2,skip
"a]~:=V6W|^8%UL1i#_vfTJJE<ZH"":!lOcX`)]H",akUA!]4;SG$]DX;<%m*.E9pZEc8XxnnMlv%mQz2n.`,12,13,12,-1,reset
"a]~:=V6W|^8%UL1i#_vfTJJE<ZH"":!lOcX`)]H",akUA!]4;SG$]DX;<%m*.E9pZEc8XxnnMlv%mQz2n.`,13,12,14,2,skip
"aoY[\xC4&w9b""[/Kq/**shvSURr}y>M0j h0<O",9v/eX&nv&$>B=Z^}AN\XS<2B2~=OBI93<`BrJE0=qP,3,3,5,2,skip
"b,U}op""IE'U<O6w%ajP4j5k*|$BK$IH(Jv&t@@","+b.a*-:>TV7#:\syx.)L&PDHeJ F3*{ENO""Nf==3>(",11,11,13,2,skip
b6ZQmrF`'$aji3[J@=]\5qmL7X8_TTK/\}Z9A?,"d5|J96c5`d`5fB+Q@U""a~:HrTM '+}i>pkU2li6h$-",6,6,10,4,skip
b?;I{dLY^K1ucZO|K]S(rx!@]m~$1/i|[];1wg,N*rfa..g36+DA&uU{6;lc<4N_d9Xr!X8$C>>bnM>F3,2,2,4,2,skip
bZ! 1a?P{P`ss>KMnqXB/8=M_rOC&XRGP3D&FY,"32];@Dj%d6<UWeFA#p*RGTzRlx-SZXBmo:]@ln,h12",4,4,6,2,skip
"bmM|k-g;R92d4N;6ei>=,4V)lfqa}=nJ<34FD,","6^Z0xh'YCdzI)4y!&b+J{$jgD>V=Z;):-ZIh*D,`)0",21,21,25,4,skip
bmiyC8[/Q+W^f)M\;lPx6fQn7'5tyk(9WXP6L6, _nQbq+D*Tg:X$:glQ>rf+Ff_\U627Y@D>a0cMcx]^,5,10,17,7,skip
"bnY]F6ff`^Tva[""n.""d%Hx-B,P""l&K>'\I{i'e","(R@FJksk1\>si^faYPDzp?tyXccjY,M""5uZS:Ou$L=",2,2,4,2,skip
bos{_*b_Rx3b*&@ffs9GNei8p$5x[/QrA +:q(,"z3t`a$@pmp6;'zR;""AlHc2ukXxHB`/TwCyA ?6:LdD",2,2,4,2,skip
c#CDP[q5Jb1P`O8G:W.KXfm0M/9<hY\t!/p#>$,^W456I&yrVB V56Z/T\oam7i_s@zjV l+wqdTN_Z*&,2,2,4,2,skip
"c8^A4+e-mq)/""HK!+C5l<U`Ku)1-%gZVFuteUO",-Q|`r89/6S|!jjcc>*M_w!/B6IXKj]z#dSHB>t(=;n,1,2,1,-1,reset
"c;Z3a#dkp}Q%Lf0['fVBkF=g$'C""`zU[3-!aHV","NO+q:hGEW1t nU4\""""giTvCUS7o.&;\~3%\Cc!9J&.",4,3,5,2,skip
cH;Ozb/|5>N]^9Ca$'fx5'o7%|&9T#ZKpKx`=X,".mmMC;=cj7x{& ]5b^4t`.HLVx |qS%*D,[HuDflMP",3,3,5,2,skip
"cKfVBN<|MR tXM;R.H2Y8pM!#./7wg`M)UQ""qD","JV 6ypGNL""9%+(#B)k7V$c)3Kt$>c;fMasELd6h3(v",2,2,4,2,skip
"cOn;eAV:q'""12,P7Wn;>'Px8vg\BZL.pm[""bTt",xy%%+VteC^RNo;(j6%f_0]!GNefDu4NNqvM)Yu=tS.,4,4,7,3,skip
cfD^ a7@g8L?.tUy<Zn:{G|.`o'<%L)8eK!Lw2,"qD#e/PrlCS,]eq""prZ}Qx$8&J8wyFG:YcyH/CT3L\<",2,2,4,2,skip
"ch`*z]WQ@s~.I7%8T_?;8nsJz}{r;"".v[,Jq9T","hz3>~d""HmDw|(ZeH2/1^!v.o~\@HCx|+mq;vE!Cqf?",2,2,4,2,skip
ci~uuUMY&\!)&*la?8EXGQ(KcknM}1.rtdU3;9,"aO8N=@dV~Dwu\V4{8[$v,r\s5mprn4pUD^mz@r^rs>",4,3,5,2,skip
"d'CR+n;""27+9.IQ^yUn96\#*EpL>fs~YSzjLI ","4Qf9A&kJH=e9:fo`'qOo+'quR\965oU%""7}.,iJ4hv",3,3,5,2,skip
"d'CR+n;""27+9.IQ^yUn96\#*EpL>fs~YSzjLI ","4Qf9A&kJH=e9:fo`'qOo+'quR\965oU%""7}.,iJ4hv",4,5,7,2,skip
"d'CR+n;""27+9.IQ^yUn96\#*EpL>fs~YSzjLI ","4Qf9A&kJH=e9:fo`'qOo+'quR\965oU%""7}.,iJ4hv",7,9,11,2,skip
d+:nQ~IkS<<8.KgOk:Oz%rUV[nw{(psd#I4XS',"33+o7R>BLc8\64""g9E4/}a fox7PM8KT[ohKG3p ,V",2,2,4,2,skip
d5*DiT~i#(d;3^+yQv]P5[_ %\?AAnV7UYiKyg,h&G( 8*O~1JaB*dT/ZAs2:4S$EQ#z[D=<b-*c1lD*m,2,2,4,2,skip
"d6el\2/,qU=f3s~Mdrt;d=ZYEnK;bk{S{i*6,H","2f=@M/J^>3Re 0Zq-YKApiW3&M[""^z=NGupu!wFRC5",1,3,2,-1,reset
"d6el\2/,qU=f3s~Mdrt;d=ZYEnK;bk{S{i*6,H","2f=@M/J^>3Re 0Zq-YKApiW3&M[""^z=NGupu!wFRC5",2,2,4,2,skip
"d=d|!jOa)rW8fumAZ~+Gx}f*q]oC-at?ny+6""[","+N|m{AhdV1f3Sg'JK'=)1qVN(R~QD,q%j'mi1Fbgk]",4,4,6,2,skip
d@f2.S|{2GjG\eVf$Y*Iq TQDnWfABcC^FPy?v,\k^AcEFetLD>/l+].f>f$6/fX_5B?]Y3tr@931VL)Q,4,4,6,2,skip
"dXh/:T""F)?CUwZW#.^\Z#]TEu[pUOiny{]<'f7",7MZ1mi+fj}@v3MVDU{HhAa|uj~aVUP|Cun_6Zp!8;*,4,4,6,2,skip
"dXh/:T""F)?CUwZW#.^\Z#]TEu[pUOiny{]<'f7",7MZ1mi+fj}@v3MVDU{HhAa|uj~aVUP|Cun_6Zp!8;*,5,6,8,2,skip
"dXh/:T""F)?CUwZW#.^\Z#]TEu[pUOiny{]<'f7",7MZ1mi+fj}@v3MVDU{HhAa|uj~aVUP|Cun_6Zp!8;*,6,8,10,2,skip
"dXh/:T""F)?CUwZW#.^\Z#]TEu[pUOiny{]<'f7",7MZ1mi+fj}@v3MVDU{HhAa|uj~aVUP|Cun_6Zp!8;*,7,10,12,2,skip
d[|WQ\f>4|=U2eV4B@&'.Er?~]OgO\RO5Sv4I4,"Jqe$:Of+9!yQLkl%If-mtT}h_C4Fnvj^}JAM,Msea4",11,11,14,3,skip
"dc6,=:sw^tWJ'.o{`5kHtaT8:L%$zc-:ops4Wf","K/K&^dftqfy;RIdC_j`2P'/@e'j2RNi=%=2*D""7E85",2,2,5,3,skip
djzM+m6SH2qjS*UFLSV7d^Z>rjh<?rKhAxW*-%,Ras:V&HW\{Hx;XyKXMoyh*l[`2_)?'A63S(BzEF[ZG,2,2,4,2,skip
"dwU?:ko|LPd~{att<j),Ry4C%l:a*rRD1wo9G]","&3Yq/X:|ZgrvkYFL];s9v{v^(D!-""5C&m[![3s]4ge",3,3,5,2,skip
"dwU?:ko|LPd~{att<j),Ry4C%l:a*rRD1wo9G]","&3Yq/X:|ZgrvkYFL];s9v{v^(D!-""5C&m[![3s]4ge",4,5,4,-1,reset
"d{]@/(S^dSLqV*i2:NDmOr{""%>``w!Ch;y49iN",";Mc3v|@xhZ=zz>M:,`E/~""JrH$;MCS_;l)PZs(GaW&",2,2,4,2,skip
"d{]@/(S^dSLqV*i2:NDmOr{""%>``w!Ch;y49iN",";Mc3v|@xhZ=zz>M:,`E/~""JrH$;MCS_;l)PZs(GaW&",3,4,6,2,skip
"e(=8_5s""O.NKmTXcfyr_<cIU2#A0kLdeBOM{Q:","&MHN""7wCdefW4,fk^RG_qqWS-H_0B[s+<{AIXK{p:J",2,2,4,2,skip
e3=6$dL#b-o)_f+@G`v!I^/f:eaj}HDLJQ]OnJ,"fvxc+OJ)~I\$1(3a|i'wmJaz@Dw:U>87,""gH1r{""]p",3,2,4,2,skip
e<ZbK%w/m7i|v_CXgM;?^Xp'8_ ?E>\.|kntr7,"nVL=ARK)ED{x_ GT?j`zh,^%m.0w[( X5B.Z1Pc~3p",1,1,3,2,skip
"e=xK#&9k)+-Kci""8P<sWh?z/6x^E$yr`PXL0Fp",(d99grY%@=2=9hqL{fA8;KFD:Dk8u<(Km@j>Ld.(m^,1,1,3,2,skip
"e=xK#&9k)+-Kci""8P<sWh?z/6x^E$yr`PXL0Fp",(d99grY%@=2=9hqL{fA8;KFD:Dk8u<(Km@j>Ld.(m^,2,3,2,-1,reset
"eS!u^S""liZP'^PaINxu,<v.-.h|y>5I%F<>da*","VNU""!$?E*|:xk0{|oaK^WW.%HL.bkcd)k4'iVR^Acx",4,4,6,2,skip
"e\N}""2QEx(i;|eB$5TU!W#_Pk'C:424on5]T:^",wP $-N/#m`i}~yPLm8U(i sc.<>ZQI@CC(v\Lwo;O{,3,3,5,2,skip
ee<:D+G$|vr#\\7VFq\!0P>P?Ni.(A-./BZ3Uh,"NRuIDzn[HD/""1LG%teS'hP}TR7OZhC,,h]7P3w>Xp=",4,4,7,3,skip
"e{MbQKbx_*@?uLjW`<G?9>t/#\IL$})d,FU)WL","^-al;oJid[5e[ Q9(3,A>$ I]QS%""&pN!Zo+NLW0l&",4,4,6,2,skip
"e}k6o@wIXlw]1ux0a{Tq\6F*,wb=^JKEMR}4!#",Tr+/J-SP*N@NDCW5LpuH}5A&&i!0A5kX[PpX.<wM+`,2,2,4,2,skip
"f((UVW^ j&""G*r\MdCqc0*^3R?V'C5E!VFwP%g",)kTMVgwlCZG[Str@bh'oLh7'[?>pE%}v@DDgu/:DrK,1,2,4,2,skip
"f3_x,M!/mh1Z<AFq[j5 &,e}doe9,C,Y>6>hy`",)O!FO-c0ip@!(GqA-i8P3oLDz'^4M se<sRr`k/MRy,1,1,4,3,skip
"f54gSu!Ms&:E(%U02l[2)E$>Ev-l6rVuCy,I <","+9G{|5{L$8B9|uNTwT[6{<cPlR}=m8zT8j4*'#Z,dt",2,2,7,5,skip
"f8i),'Ip8Uc7h$_tPi#5drltC?h4F\Hhu~H\ U",EE~'U*|.]fYF`15wM>nf&FK(#N9h\c~2c#lr6Z59K2,2,2,4,2,skip
"f;YfF,{Z.-EE%HiF6{S(wfJO d8+FqRvyIIETl",qn0Uo[b{w=DX.<SHodYDxqj;.Gm\Kx)'OP&?g UU{<,2,3,5,2,skip
f=hhj`@<jvR9$58U<GABMf&;]giQ{p}mAcT;Jj,"4(""EQ'')bs5lo$>iF""s34<2.D%#oCA-d;'gUp,/$+r",3,3,5,2,skip
f=kGD_m2Z?09-%$6O4Hepw_gB]u&XcBElsIzDC,"n;.C2o.I7>!/gA)Kfi{nNz[`k9XpgJL/u[|\5LEkZ""",3,4,6,2,skip
"fFl;1e5%]='D_H4-I!.KK7gGYvFLL5,8-?WiH(","3X""5@(sn`>f0o[Sw[U""f/e%9@3&^))x]pUh2U.?X^>",4,7,9,2,skip
fOi<#GkGFr|W|[?n=9qSY-V`OQM$fWZjIpBFH-,\pi1\Kc6A(c7Kn<L3<s<~sh?Oo~Z~pM&o~Ou %R^h9,3,3,5,2,skip
fS7~:H]!^-1af>QSDP!EP4]UDazcK&'>(O> 6C,d+C-+V}{eeIgGPRRj{2pp7i&M9]96@(xa*&m/]vhYD,3,5,8,3,skip
"fTQGCj*Y?|lkR=u5('9cDm^pH|W|:b,""GvoC!Z","}?zVvo[S=s{mci+\]6bF_%#X1q@-8g)m${qY`DG""S\",3,2,1,-1,reset
"f\[V""ja|kc^v0QQ(/kkiv8};EG9J PB;fWdypm","H,u+Tr&A;r^@2*2vI]siG 6e>;F""-=nv?lO) vGS(c",2,2,4,2,skip
f`409Z>#K6F\)+.?<NTAp#uPt{X9vw`!: vxN4,"dt]*KKrsR%jMrN%b1rPgvs+ZgxJ3Ub.L|QJf',m<z-",2,2,4,2,skip
"fd}@G>%9F\5__:r$O@-);$`@t7,9'}=}<DZ6g3",z+%$V(R_[^OG)n1XO/jsy] B~nfyS +{HZYj!#sh$f,15,39,54,15,skip
frcn =_kj/%POaDMpUrY=J+-_hov]bOS**~>3o,jI>o]*3@nY1v'noC)0@s2zTqC/ZMpadoQ7Al<uVrtN,3,3,5,2,skip
g#Sg(Dwh:Q1G#e --Ek_5]$EWfy5PvqGQB$P>},"v0\_~aj.o""wc4;[Wa}D/VX2zUUJHlW0PAc$X#[`UJ[",3,3,8,5,skip
g#Sg(Dwh:Q1G#e --Ek_5]$EWfy5PvqGQB$P>},"v0\_~aj.o""wc4;[Wa}D/VX2zUUJHlW0PAc$X#[`UJ[",6,10,13,3,skip
g/szs6GGvQcTH-eCZZ0$rlkKU \64Q_AL'3%D@,"~[%?=69e,>a<3PynYhTr!1{&Mo41*3_8&nBEtA2v]>",3,3,5,2,skip
g34#!blhi-*4iD]}t4$[@6?`'uUJ@v.1EKt>?@,"f+L?+(XLFhXD,\Vn&vi^8JW.)ZVnXX]|?`+_I<jja?",1,3,5,2,skip
"g;35:drW0$U`(gAV:.5=@ki_pOTqj2~SVy(""9,",\;]</Zu:kEpn(uN913[tKw8_3ed6e*w<u0>bd<P^Tk,3,2,4,2,skip
"g<SO1x9Edi8.]I?<u=;%U)sW;:|P!ONu""40`]t",l#vX'ADz(u>eVa[AllGWC63Hh|/ER$V/)YT+0enDSZ,4,5,7,2,skip
gN%e-dh1#Nc1z  eKt4#aD{TC<N\4C9UHPO(o?,kq!Fi LB*UQy%#o0'UHuGxMB?`$l'8Zd*0U;M{95FW,10,9,11,2,skip
"g[01+ltbxZd_|9,JQMY<T/%*IV4b}lWnt&zGI'","?Ij]B^""]""&ePueuXNR`1""Zou""?k9g7]FLi*LBDxcx%",4,4,6,2,skip
"g[01+ltbxZd_|9,JQMY<T/%*IV4b}lWnt&zGI'","?Ij]B^""]""&ePueuXNR`1""Zou""?k9g7]FLi*LBDxcx%",5,6,8,2,skip
"geg3p1Oo{e~B2(xEN,q4XvV8j#\n8i*&""nBdY>","nOB9>7?8CH""G+nIl<>[@)r^87A;c_p!O.XaoU3 [z?",4,3,5,2,skip
"geg3p1Oo{e~B2(xEN,q4XvV8j#\n8i*&""nBdY>","nOB9>7?8CH""G+nIl<>[@)r^87A;c_p!O.XaoU3 [z?",8,8,10,2,skip
gk-'pJGF<Y.|.j'*T;2G4\0W)FtM;&Sw5Z6QPf,"6)+*(SYh5~%X:Py=Vp}kdM,a3T0/D#};C'o4cg(ZMm",1,1,3,2,skip
g~``!lJdy^-T}[J8|U:RSh?+@0Q`p_ygeV>VF),-%'j1/[#jxX1GI~_&)O?.?7F!VR*2EI##Z{jmv+GnS,3,2,4,2,skip
"h""C$JM`KmPD6F7hpp2&X/hb""g@_@D9Dg~_}qvu",U#Wq1n_wy$gA_%@;4L0 f J-L}aRZ)a]<Q\?%G]~3y,3,3,7,4,skip
h4Q2a!/BOL]vT2k30gys*8{a~`wDJ{;7fAqm5),"dX1`1wiSi*(d{oC8ov7a{w|2XLha""#Ryhd)oI&S.%c",5,5,7,2,skip
"h7Hx~v%>QI>}IBlWEk^Domi<BA=Tq""~B\XA pW",y ]he:o4=Y*Q&ScSpj?)wDel).^9Q!5WhTY@JM7N\f,5,5,9,4,skip
"hAZofxlUIO""%vLV:ld{PGF|c~:5q<g[C\582j%",%n{.n%X3% MOub(<h\omwk%V7ekQ)OZpP|$>q:o^$V,1,2,5,3,skip
"hDw[`?LPvY+GdO+u~m|;dAgYy;V(,<{m+_en4}","`)dHt':[|jWeV496Sot`wur*O{)XeBm|.BEKN,1_;Z",4,4,6,2,skip
"hDw[`?LPvY+GdO+u~m|;dAgYy;V(,<{m+_en4}","`)dHt':[|jWeV496Sot`wur*O{)XeBm|.BEKN,1_;Z",6,7,9,2,skip
