start_ts,channel_id,dur,title,series_title,orig_title,slot_name,sport_type,event_type,season_type
2024-10-07 00:45:00,9,6299,Роуди,"",Rowdy,MCH. Роуди,"","",""
2024-10-01 12:50:00,10,6299,Роуди,"",Rowdy,MCH. Роуди,"","",""
2024-10-06 01:15:00,10,6299,Роуди,"",Rowdy,MCH. Роуди,"","",""
2024-10-02 12:18:00,5,1799,"""Третий тайм"". Артём Касимов","""Третий тайм""","""Третий тайм"". Алена Рукина","MCH. ""Третий тайм"" 165/0  MCH. ""Третий тайм"". Артём Касимов",Футбол,Чемпионат России,2020-2021
2024-10-03 08:49:00,5,1799,"""Третий тайм"". Артём Касимов","""Третий тайм""","""Третий тайм"". Алена Рукина","MCH. ""Третий тайм"" 165/0  MCH. ""Третий тайм"". Артём Касимов",Футбол,Чемпионат России,2020-2021
2024-10-04 05:00:00,5,1799,"""Третий тайм"". Артём Касимов","""Третий тайм""","""Третий тайм"". Алена Рукина","MCH. ""Третий тайм"" 165/0  MCH. ""Третий тайм"". Артём Касимов",Футбол,Чемпионат России,2020-2021
2024-10-04 21:15:00,5,1799,"""Третий тайм"". Артём Касимов","""Третий тайм""","""Третий тайм"". Алена Рукина","MCH. ""Третий тайм"" 165/0  MCH. ""Третий тайм"". Артём Касимов",Футбол,Чемпионат России,2020-2021
2024-10-07 05:00:00,5,1799,"""Третий тайм"". Артём Касимов","""Третий тайм""","""Третий тайм"". Алена Рукина","MCH. ""Третий тайм"" 165/0  MCH. ""Третий тайм"". Артём Касимов",Футбол,Чемпионат России,2020-2021
2024-10-07 13:56:00,5,1799,"""Третий тайм"". Артём Касимов","""Третий тайм""","""Третий тайм"". Алена Рукина","MCH. ""Третий тайм"" 165/0  MCH. ""Третий тайм"". Артём Касимов",Футбол,Чемпионат России,2020-2021
2024-10-08 09:40:00,5,1799,"""Третий тайм"". Артём Касимов","""Третий тайм""","""Третий тайм"". Алена Рукина","MCH. ""Третий тайм"" 165/0  MCH. ""Третий тайм"". Артём Касимов",Футбол,Чемпионат России,2020-2021
2024-10-09 17:08:00,5,1319,"""Третий тайм"". Богдан Овсянников","""Третий тайм""","""Третий тайм"". Алена Рукина","MCH. ""Третий тайм"" 166/0  MCH. ""Третий тайм"". Богдан Овсянников",Футбол,Чемпионат России,2020-2021
2024-10-09 21:55:00,5,1379,"""Третий тайм"". Богдан Овсянников","""Третий тайм""","""Третий тайм"". Алена Рукина","MCH. ""Третий тайм"" 166/0  MCH. ""Третий тайм"". Богдан Овсянников",Футбол,Чемпионат России,2020-2021
2024-10-10 10:45:00,5,1799,"""Третий тайм"". Богдан Овсянников","""Третий тайм""","""Третий тайм"". Алена Рукина","MCH. ""Третий тайм"" 166/0  MCH. ""Третий тайм"". Богдан Овсянников",Футбол,Чемпионат России,2020-2021
2024-10-07 03:20:00,1,2339,"""Все о главном"". Алексей Косолапов","""Всё о главном""","""Всё о главном"". Футбол. РПЛ. Сезон 2021-2022","MCH. ""Всё о главном"" 134/0  MCH. ""Все о главном"". Алексей Косолапов",Футбол,Чемпионат России,2021-2022
2024-10-04 13:15:00,5,1799,"""Все о главном"". Алексей Косолапов","""Всё о главном""","""Всё о главном"". Футбол. РПЛ. Сезон 2021-2022","MCH. ""Всё о главном"" 134/0  MCH. ""Все о главном"". Алексей Косолапов",Футбол,Чемпионат России,2021-2022
2024-10-06 05:00:00,5,1499,"""Все о главном"". Алексей Косолапов","""Всё о главном""","""Всё о главном"". Футбол. РПЛ. Сезон 2021-2022","MCH. ""Всё о главном"" 134/0  MCH. ""Все о главном"". Алексей Косолапов",Футбол,Чемпионат России,2021-2022
2024-10-05 07:21:00,5,1799,"""Все о главном"". Алексей Косолапов","""Всё о главном""","""Всё о главном"". Футбол. РПЛ. Сезон 2021-2022","MCH. ""Всё о главном"" 134/0  MCH. ""Все о главном"". Алексей Косолапов",Футбол,Чемпионат России,2021-2022
2024-10-07 00:05:00,5,1499,"""Все о главном"". Алексей Косолапов","""Всё о главном""","""Всё о главном"". Футбол. РПЛ. Сезон 2021-2022","MCH. ""Всё о главном"" 134/0  MCH. ""Все о главном"". Алексей Косолапов",Футбол,Чемпионат России,2021-2022
2024-10-04 16:25:00,5,2099,"""Все о главном"". Алексей Косолапов","""Всё о главном""","""Всё о главном"". Футбол. РПЛ. Сезон 2021-2022","MCH. ""Всё о главном"" 134/0  MCH. ""Все о главном"". Алексей Косолапов",Футбол,Чемпионат России,2021-2022
2024-10-07 10:30:00,5,1799,"""Все о главном"". Алексей Косолапов","""Всё о главном""","""Всё о главном"". Футбол. РПЛ. Сезон 2021-2022","MCH. ""Всё о главном"" 134/0  MCH. ""Все о главном"". Алексей Косолапов",Футбол,Чемпионат России,2021-2022
2024-10-02 01:20:00,10,5999,24-часовая гонка,"",The 24 Hour War,MCH. 24-часовая гонка,"","",""
2024-10-04 18:40:00,10,5999,24-часовая гонка,"",The 24 Hour War,MCH. 24-часовая гонка,"","",""
2024-10-04 09:35:00,1,1199,Лица страны. Владислав Ларин,Лица страны,"Специальный репортаж. ""Лица страны""",MCH. Лица страны 56  MCH. Лица страны. Владислав Ларин,"","",""
2024-10-05 13:10:00,7,1199,"""Не о боях. Наталья Дьячкова""","","""Не о боях. Наталья Дьячкова""","MCH. ""Не о боях. Наталья Дьячкова""","","",""
2024-10-04 09:00:00,1,2099,Смешанные единоборства. UFC 291. Дастин Порье против Джастина Гейджи. Ян Блахович против Алекса Перейры. (США),Смешанные единоборства. UFC 2023,Смешанные единоборства. UFC 2023,MCH. Смешанные единоборства. UFC 2023 52/0  MCH. Смешанные единоборства. UFC 291. Дастин Порье против Джастина Гейджи. Ян Блахович против Алекса Перейры. (США),Смешанные единоборства,UFC,""
2024-10-04 22:10:00,7,599,Смешанные единоборства. UFC 291. Дастин Порье против Джастина Гейджи. Ян Блахович против Алекса Перейры. (США),Смешанные единоборства. UFC 2023,Смешанные единоборства. UFC 2023,MCH. Смешанные единоборства. UFC 2023 52/0  MCH. Смешанные единоборства. UFC 291. Дастин Порье против Джастина Гейджи. Ян Блахович против Алекса Перейры. (США),Смешанные единоборства,UFC,""
